index,ep_summary,air_date,ep_nums,ep_title,episode,season,year,MoveFromCity,MoveFromCountry,MoveToCity,MoveToCountry,NumBlanks,Origin,Destination,GeoCategory,loc_info_orig,loc_info_dest,latitude,longitude
10,"Ever since Juan Moreno imigrated from Cuenca, Ecuador to the United States, he's dreamed of eventually owning a home there. He and his wife, Diane, recently retired to Orlando Florida and are now ready to make that dream a reality. They're going to buy a second home in Cuenca. They're bringing their daughter Anna along to help them on this search. With a budget of $120,000, they want to get a 4 bedroom, 2 bath home. They would like a traditional Spanish style home with a view, but still have the modern amenities they have now, such as an open floor plan, built for earthquakes. Their agent, Monica Rodas, takes them to a 4 bed, 1 1/2 bath, house in 2,798 square feet listed for $135,000. It's an older home with a hacienda style layout. While Diane and Juan like the large backyard and how the house reminds Juan of his childhood home, they're concerned that the house is not only above their budget but will need some serious updating. So, Monica takes them to a brand new townhouse listed at $105,000. This place has 4 beds, 3 1/2 baths and is 1,800 square feet. They love all of the modern amenities, such as the open upgraded kitchen, the size of the rooms and the third floor bonus room. But, they wish it had a nice yard like the first house and are concerned about the safety of the staircase to the bonus room. They also wish it had a little more character. Monica then takes them to a house listed for $85,000 in a developing neighborhood. This place has 4 bedrooms and 2 1/2 baths and is 2,000 square feet. They like the easy to maintain yard, kitchen pantry and some of the wood details. But, the bedrooms are a bit small and they can hear the construction noise in the neighborhood. With three interesting options, which home will bring Juan's life full circle?",10-Feb-10,S12E13,Juan and Diane Fulfill Their Dream of Buying A Second Home In His Birthplace Of Cuenca Ecuador,13.0,12.0,2010.0,Orlando,United States,Cuenca,Ecuador,0,"Orlando, United States","Cuenca, Ecuador",All,"Orlando, Florida, United States","Cuenca, Luis Cordero, 010101, Luis Cordero, Cuenca, Azuay, Ecuador",28.5421109,-81.3790304
13,"Dia is from Oklahoma City, Oklahoma but lives onboard a cruise ship for most of the year, working as a singer. Her boyfriend Garo is a sound engineer on the same ship. Their favorite cruises are through the Caribbean, and they've gotten to the point where they want a place of their own in the islands so they can spend even more time there. They've chosen St. Maarten, mostly because of its fun atmosphere. Their budget for a getaway condo is $300,000 and the main thing they are looking for is no renovations. That's because back home in Oklahoma, Dia has been renovating her home for several years and it's the last thing she wants to be doing on vacation too. The first place real estate agent Dwain Carbon shows them is listed for $290,000. It's a one bedroom, one bath condo with a fabulous ocean view. But the development is popular with retirees, and Dia and Garo were hoping for a more youthful vibe. The second place is brand new construction, in fact the units are not even completed. This condo, too, has one bedroom and one bath, but no view. However, the condo complex has a fun, inviting, modern vibe. It's listed for $295,000. The third place is listed for $295,000, and is much larger than the other two. It has three bedrooms and two and a half baths, which would give them plenty of room for company. But the location of the complex is not ideal, as it would mean a significant drive into town or to the beach. Which condo will Dia and Garo choose as their island getaway? Find out, when House Hunters International sails to the Caribbean island of St. Maarten.",18-Jul-10,S14E11,Cruise Ship Employees Want a Condo on Dry Land and Have Chosen the Caribbean Island of St. Maarten.,11.0,14.0,2010.0,Oklahoma City,United States,St. Maarten,Netherlands,0,"Oklahoma City, United States","St. Maarten, Netherlands",All,"Oklahoma City, Oklahoma, United States","Maarten Trompstraat, 6181 AN, Elsloo, Limburg, Netherlands",35.4729886,-97.5170536
14,"In the nine years Adam Graves and his wife Allison have been married, they have relocated for his career to Kansas City, Phoenix, Los Angeles, and Cleveland. Moving that many times would be hard on any family but with two young girls, ages three and 18 months, it's made things even more stressful. After their latest move to Cleveland, it seemed as though they were going to finally be able to settle down. They bought their dream house and planned to raise their kids Madison and Morgan in Ohio, but only ten months into living there, Adam was offered another promotion. He was given the chance to become a brand manager at his company's headquarters, which unfortunately for his travel weary family, was in Vevey, Switzerland. Recognizing this was an opportunity of a lifetime, Allison once again agreed to support her husband's career and give the home of Lake Geneva a try. Having lived internationally before, Adam is comfortable acclimating to a new culture, but trying to navigate the ins and outs of being a stay at home mom, in a foreign country, may be a harder adjustment for Allison. She knows if she can find a place that has the size and amenities of her homes in the U.S., it can help smooth the transition. Places that fit that bill however, are outside the city center and with Adam's desire for a short commute to his downtown office also a top priority, real estate agent Pamela Giuffrida is going to have a tough time delivering, even with their seemingly high $5,000 a month budget. Watch as the Graves stir things up again, when House Hunters International visits the Swiss city of Vevey.		",23-Jan-14,S62E01,"On the road again to Vevey, Switzerland",1.0,62.0,2014.0,Cleveland,United States,Vevey,Switzerland,0,"Cleveland, United States","Vevey, Switzerland",All,"Cleveland, Ohio, United States","Vevey, 1800, Vaud, Switzerland",41.4996574,-81.6936772
16,"Ruth and Todd Richert love almost everything about their native Calgary. They met there, have family there, and its proximity to tons of outdoor activities made it a great place to call home. But, when the point came where the comforts of Canada were too safe of a bet for these thrill seekers, they started to look at ways to shake things up. Todd, a high school math teacher, started to explore how he could do what he loves in a different setting, so when an opportunity to teach in an English language school in Bangkok came up, they both decided this was the change they were looking for. Ruth recently graduated with her Master's degree and won't have a job immediately, so finding a way to occupy her time in Thailand is her priority one. She wants to be in the heart of the action so she can easily explore the city and have plenty to do. Todd would rather live outside central Bangkok in the more relaxed suburbs, which also has the added benefit of being where his school is. Having decidedly different perspectives over where to live is only one of the challenges real estate agent Patricia Lee will have to contend with, as she tries to find them a spacious, two-bedroom apartment on their $700 a month budget. Watch as Ruth and Todd decide whether simple and serene is more appealing than a new experience in a lively location, as House Hunters International explores Bangkok, Thailand.",23-Jan-14,S62E11,"Location Lessons in Bangkok, Thailand",11.0,62.0,2014.0,Calgary,Canada,Bangkok,Thailand,0,"Calgary, Canada","Bangkok, Thailand",All,"Calgary, Alberta, Canada","Bangkok, 10200, Bangkok, Thailand",51.0460954,-114.065465
17,"Bruce Chipps leads a stressful life in Los Angeles, California, directing a live, four-hour television broadcast from area race tracks. But the job comes with one fabulous perk: Bruce gets up to six months off each year. Recently, Bruce saw the movie ""Under the Tuscan Sun"" which tells the story of an American woman who moves to the Italian countryside to renovate a centuries-old home, and live ""the sweet life."" Bruce was inspired and decided he wanted to do the same thing during his ample vacation time each year. He has just $65,000 to spend, so instead of Tuscany, which is known to be expensive, Bruce plans to look for a villa in the nearby region of Abruzzo. Helping Bruce realize his dream is real estate agent Nicola Anne Di Girolamo. The first place she shows Bruce is listed right on budget, at $65,000, and has 1300 square feet. The downstairs is in good shape, but the upstairs requires a total renovation. The second place is not at all renovated, and would require serious work to make it even livable. But it's listed at just $26,000, and has 800 square feet. The third place is just the opposite. It is completely renovated with style and has 1300 square feet, but it's listed at a budget breaking $143,000. Is Bruce willing to spend more? Or is he happy to take on significant overseas renovations? Find out when House Hunters International travels to the Italian countryside.",2-May-10,S13E09,"Bruce Hopes to Find a Villa in the Italian Countryside for Less Than $65,000.",9.0,13.0,2010.0,Los Angeles,United States,Abruzzo,Italy,0,"Los Angeles, United States","Abruzzo, Italy",All,"Los Angeles, California, United States","Abruzzo, Italy",34.0536909,-118.242766
18,"California residents Jesse and Kelly love spending time at the beach in their Santa Barbara area. The active couple is especially fond of soaking up the sun and surfing the waves. When they got married they went on their honeymoon to San Juan Del Sur, a premier surf destination in Nicaragua known for its pristine beaches and amazing waves. They fell so in love with the coastal region that they've decided to buy a vacation home there. They're hoping to find a home that's near a surf beach and ideally falls within their $150,000 to $200,000 budget. Helping them find a home is their close personal friend and realtor, Brooke Rundle. The first place their pal shows them is a 900 square foot studio with amazing beach views and is listed for $185,000. The condo property is adjacent to a hotel that allows homeowners access to its restaurant and pool area. The second option is a 1600 square foot, two bedroom villa in a gated community that is listed for $200,000. Like the first property, this one is also near a hotel that allows homeowners access to its pool and restaurant. The final home they look at is two story home listed for $175,000. The 1500 square foot property has two bedrooms and is located right at a surf spot with fantastic views. Jesse and Kelly are just one decision away from a surf side vacation paradise in Nicaragua.",13-Jun-10,S14E01,California Surfer Couple Looks for a Beach Side Vacation Home in Nicaragua,1.0,14.0,2010.0,Santa Barbara,United States,San Juan Del Sur,Nicaragua,0,"Santa Barbara, United States","San Juan Del Sur, Nicaragua",All,"Santa Barbara, California, United States","San Juan del Sur, 48600, Rivas, Nicaragua",34.4221319,-119.702667
19,"Darrell and Frankie are an engaged couple that live in the Marietta, Georgia area. Each of them has children who have grown up and gone off to school or work, so now it's just the two of them. Darrell works long hours while Frankie deals with a hectic commute to the office, so they'd like to have a place where they can get away and relax. They chose Costa Rica as the location for their vacation home after the couple went there on a trip and fell in love with a small, tranquil area called Playa Samara. They're looking for a low maintenance home with a large kitchen that is located near the beach. Darrell would also like to be sure that he is looking at places that are desirable to the locals that fall within their $600,000 budget because the home is also an investment property. Their real estate agent, Ryan Tuttle will show them the wide range of properties they can choose from in Costa Rica. They check out a 2 bedroom townhome with amazing views listed for $595,000 and then head to a smaller 2 bedroom condo with great beach views that is listed at $330,000 and finally they'll tour a 3 bedroom house that also has a great view of the beach and is listed for $449,000. Which of the three homes will Darrell and Frankie choose to be their new vacation retreat?",14-Apr-10,S13E04,Georgia Couple Looking to Escape Their Busy Lives Search for a Vacation Home in Costa Rica (Vacation Retreat in Costa Rica),4.0,13.0,2010.0,Marietta,United States,Playa Samara,Costa Rica,0,"Marietta, United States","Playa Samara, Costa Rica",All,"Marietta, Georgia, United States","Playa Sámara, 50205, Costa Rica",33.9528472,-84.5496148
20,"Nick Dray and Nikki Alexander met at a surf club in their native city of Sydney, Australia. What started out as a friendship has grown into a six year relationship. Though they love the sea and are beach kids at heart, they feel it's time to switch up the scenery and move to London, England which they plan on using as a launch-pad for exploring Europe. They have many friends and a couple of family members already living in London so though they will be very far from home, they will not be alone. Moving to a foreign city without jobs or a permanent place to live is a bit risky but they're young and adventurous and feel confident that everything will fall into place. Their main concern actually, is the weather. Saying goodbye to the sun, sand and surf will be hard and they're just hoping to find a home in the city with some outdoor space so that they have a little breathing room. Nick and Nikki are eager to begin their new journey and look forward to exploring all of Europe from their new home-base in London. What they are probably not prepared for is the tricky and competitive real estate market. London is one of the most expensive cities in the world and they are in for a real surprise when it comes to how little space you get for your money.",13-Oct-11,S27E07,Longtime Partners Relocate to London,7.0,27.0,2011.0,Sydney,Australia,London,England,0,"Sydney, Australia","London, England",All,"Sydney, New South Wales, Australia","London, England, United Kingdom",-33.8698439,151.2082848
21,"Mark and Mary McElroy have a very busy life for themselves in Dallas, Texas. Mark is a President and CEO of a successful technology company, while Mary manages a vibrant household with their four children. Whenever the pressures of handling all their responsibilities gets to be too much, escaping to the pink sand beaches of the Bahamas for vacation, is their go to solution. Mark and Mary are willing to deal with the fast pace until the time comes to retire, but after that, they have decided to spend their well-earned golden years on the island of Eleuthera. Even though they are a few years off from retiring, the McElroy's are feeling an enormous pressure to get a home now. With a land area roughly a hundred miles long and a mile wide, beachfront real estate is at a premium and as more people have caught wind of its secluded beauty, the competition to join Mark and Mary is getting more intense. Mary is willing to fix any space up as long as she is beachfront, but Mark is looking to keep costs down around their million-dollar budget. Will Mary's creative eye make Mark only see the dollar signs or will the here today, gone tomorrow housing market pass them by before they even have a chance to decide? Watch as House Hunters International tries to live the good life on the Bahamian island of Eleuthera.",30-Jun-13,S54E08,"Retiring off to Eleuthera, Bahamas",8.0,54.0,2013.0,Dallas,United States,Eleuthera,The Bahamas,0,"Dallas, United States","Eleuthera, The Bahamas",All,"Dallas, Texas, United States","Eleuthera, The Bahamas",32.7762719,-96.7968559
22,"Jeff and Tamara Katko love the life they've built for their family of four in comfortable Perrysburg, Ohio. There's only one thing missing; wintertime sunshine. For that, they're heading to the U.S. Virgin Islands in search of a vacation home that's sure to deliver. They'd like a two or three bedroom, two bathroom condo that's fully furnished, with a nice patio or deck, and that is within walking distance to a beach. If they could score an actual water view, they'd be delighted. Their budget is $350,000 - $450,000, which actually won't go a very long way in St. Croix, so this could be tough. Sales Associate Kerry Waldo is ready for the challenge. The first place she shows them is listed for $379,000. It has three bedrooms and two large decks, but is far from the beach. The second condo, listed at $460,000, is just steps from the sand, but only has two bedrooms, which means the Katko boys would have to share a room. The third condo also has just two bedrooms, and it's not close to the beach, but it's part of a lush golf course resort, and is listed for the more comfortable price of $350,000. What are Jeff and Tamara willing to compromise on? Walking distance to the beach? A third bedroom? Or price? Find out as House Hunters International travels to tropical St. Croix in the U.S. Virgin Islands.",7-Apr-10,S13E06,"Ohioans Jeff and Tamara Katko Honeymooned in the U.S. Virgin Islands, and Now Want a Vacation Home There That the Whole Family Can Enjoy (Ohioans Head Back to St. Croix)",6.0,13.0,2010.0,Perrysburg,United States,St. Croix,United States,0,"Perrysburg, United States","St. Croix, United States",All,"Perrysburg, 43551, Ohio, United States","Saint Croix, United States",41.5571178,-83.6279321
23,"Raising their kids on the island of Sicily is a dream come true for ex-Londoners, Jon and Reeva. But squeezing their three children and their home-based travel business into a small three-bedroom rental house is growing on their nerves. They're ready to buy a spacious home of their own on this historic Mediterranean island. They're open to remodeling, and their budget is $730,000 US. Real estate agent Frank Riela has learned to navigate the island's somewhat antiquated real estate practices, and believes he can help Jon and Reeva find the perfect home for their family and business. The first house he shows them has three bedrooms and the potential for a second level, sea-view master suite. But Jon doesn't like the home's close proximity to the neighbors. It's listed for 476,000 US. The next place Frank shows them has five bedrooms, but they are spread across three separate buildings, which means that Jon and Reeva's oldest two children, Francesca and Mia, will be sleeping in a separate structure, and Mia's not happy about that. Also, it's listed for a budget-topping $724,000. The final place Frank shows Jon and Reeva is a total fixer. But it has the potential for 3,800 square feet and is priced at only $361,000 US. Just how much renovation are Jon and Reeva willing to take on? Find out when House Hunters International travels to Sicily, Italy.",20-Jun-10,S14E09,"Jon and Reeva Hope to Find a Spacious, Historic Home on the Island of Sicily for Their Growing Family (Brits Buy in Sicily)",9.0,14.0,2010.0,London,England,Sicily,Italy,0,"London, England","Sicily, Italy",All,"London, England, United Kingdom","Sicily, Italy",51.5073359,-0.12765
24,"David, a graphic designer, and his fiance Charlie have been living a fast-paced, busy life in London for years. Now that they have a 7 month old daughter, Layla, they've decided to trade in city living for a more peaceful life on the beaches of Costa da Caparica, Portugal. They chose this area because David is of Portuguese heritage and has cherished childhood memories of playing on these beaches as a kid on holiday with his family. He wants nothing more than his little girl to grow up with the same memories and knows that raising her on the beach will benefit the entire family. Costa da Caparica is only 20 minutes outside of Lisbon so they're both hoping to reignite their careers in the city while enjoying seaside living. David, who can work from home, is especially hopeful that he'll find his dream house on the beach. Given their limited budget however, finding space to live, work and provide a room for Layla may be a challenge. Real estate agent Ronald Wayne, a British ex-pat himself, wants to get the young family settled in a home in what he describes as one of the best places to live in the world. Will they get the beachfront property they're after or will budget issues send them inland? Find out when House Hunters International heads to Costa da Caparica, Portugal.",27-Feb-12,S31E08,Native Londoner returns to his Portugal roots,8.0,31.0,2012.0,London,England,Costa da Caparica,Portugal,0,"London, England","Costa da Caparica, Portugal",All,"London, England, United Kingdom","Costa da Caparica, Almada, Portugal",51.5073359,-0.12765
26,"Newlyweds Kurtis and Kathleen Badger have plans to leave the Big Apple for Big Ben. Kurtis is ready to give up his steady sales job for a chance to study law in England. As a lifelong New York resident, Kathleen is willing to leave her hometown so Kurtis can pursue his dream. She's already gotten a job with an accounting firm in London and feels the city's hustle and bustle will make for an easy transition. The only problem is that his school is far out in the country, and the long hours they both will be putting in is creating friction over which location is a better place to find a home. If they stay in the city for Kathleen, small flats and big prices are waiting for them. If they venture out to the country for Kurtis, they'll get more bang for their buck, but the added cost of the commuter trains into central London could raise their monthly outlay to as much as living in the city center. With only Kathleen's income to pull from, Richard Blanco has a tall order finding a property anywhere that will work for their $1,900 a month budget. Find out if it will be close to school or close to work as House Hunters International comes to a verdict in London, England.",9-Nov-13,S56E10,"Commuting Conundrum in London, England",10.0,56.0,2013.0,"New York, New York",United States,London,England,0,"New York, New York","London, England",All,"New York, New York, United States","London, England, United Kingdom",40.7127281,-74.0060152
