index,ep_summary,air_date,ep_nums,ep_title,episode,season,year,MoveFromCity,MoveFromCountry,MoveToCity,MoveToCountry,NumBlanks,Origin,Destination,GeoCategory,lat_orig,lon_orig,lat_dest,lon_dest,distance_km,Skip,InputDataKey
2144,"A New York City couple with eyes on a new forever-city move to North Holland, Netherlands. They're looking to slow down and reset, but even a hefty budget can't get them a place that's both near the city center and countryside.",7-Sep-21,S168E11,Big Opinions in Small-Town Netherlands,11,168,2021,"New York, New York",United States,North Holland,Netherlands,0,"New York, New York","North Holland, Netherlands",All,40.7127281,-74.0060152,52.7212825,4.820665,5844.07,Can get data,0
2145,"A long-awaited job transfer triggers a family move to Ramstein-Miesenbach, Germany. Their teen daughter has to give up her senior year of high school for the move, so in return, mom and dad have to deliver a private, sibling-free bathroom in the new home.",21-Sep-21,S168E12,Teen Trouble in Germany,12,168,2021,"Shawnee, Kansas",United States,Ramstein-Miesenbach,Germany,0,"Shawnee, Kansas","Ramstein-Miesenbach, Germany",All,39.0273676,-95.7627535,49.4518819,7.5543118,7646.613137,Can get data,0
2146,"A military family searches for a wider cultural experience for their kids and relocates from Germany to South Korea. They need space for her at-home video gaming career, but the limitations of his housing allowance could present a big challenge.",16-Sep-21,S168E13,Game on in Pyeongtaek,13,168,2021,Wiesbaden,Germany,Pyeongtaek,South Korea,0,"Wiesbaden, Germany","Pyeongtaek, South Korea",All,50.0820384,8.2416556,36.9924966,127.1127168,8633.391361,Can get data,0
2147,"After 25 years on the go, an Australian woman with a demanding job finally moves her family back home to Queensland. They're looking to purchase their first home, but facing a demanding market, even their substantial savings will only go so far.",2-Sep-21,S169E01,Jet Setters Return Home to Australia,1,169,2021,Hong Kong,China,Noosa Heads,Australia,0,"Hong Kong, China","Noosa Heads, Australia",All,22.2793278,114.1628131,-26.40014,153.091049,6845.352192,Can get data,0
2148,"College sweethearts separated by an expired visa find a way to stay together in Maastricht, Netherlands. They're looking for their first place together, and they're jumping sight unseen into an uncertain arrangement of finances and a totally new culture.",22-Jul-21,S169E02,"New Lessons in Maastricht, Netherlands",2,169,2021,"San Diego, California",United States,Maastricht,Netherlands,0,"San Diego, California","Maastricht, Netherlands",All,32.7174202,-117.1627728,50.8512438,5.6909768,9170.542175,Can get data,0
2149,"After teaching in China, a newly engaged couple opts for Ho Chi Minh City, Vietnam. They're looking for a larger ex-pat community and a warmer climate, but with a wedding to pay for, they find they have different priorities when it comes to a home.",29-Sep-21,S169E03,Lifestyle Upgrade in Vietnam,3,169,2021,Changchun,China,Ho Chi Minh City,Vietnam,0,"Changchun, China","Ho Chi Minh City, Vietnam",All,43.8844201,125.3180998,10.7763897,106.7011391,4093.440734,Can get data,0
2150,"A husband and father persuades his family to permanently trade Cleveland for historic Haarlem, Netherlands. After renting in town, they're ready to buy a home and put down roots, but his money-is-no-object take on house hunting creates a challenge.",30-Sep-21,S169E04,Home is Where Haarlem Is,4,169,2021,"Cleveland, Ohio",United States,Haarlem,Netherlands,0,"Cleveland, Ohio","Haarlem, Netherlands",All,41.4996574,-81.6936772,52.38370575,4.643559697,6266.19,Can get data,0
2151,"A couple fell in love in his hometown of Sutherland Shire, Australia. After a two year wait for a visa, they're finally starting a life down under, but finally being together in the same city doesn't mean they can agree on the same neighborhood.",20-Sep-21,S169E05,A New Yorker in Love in Australia,5,169,2021,"New York, New York",United States,Sutherland Shire,Australia,0,"New York, New York","Sutherland Shire, Australia",All,40.7127281,-74.0060152,-34.0717253,151.0492959,16011.5,Can get data,0
2152,"An entrepreneurial attorney from Chicago gives up her law firm to fulfill a lifelong dream of living in Paris. With huge expectations and even a lifetime of planning, she still may not be prepared for Paris's small spaces and limited housing options.",5-Oct-21,S169E06,A Lifelong Dream of Paris,6,169,2021,"Chicago, Illinois",United States,Paris,France,0,"Chicago, Illinois","Paris, France",All,41.8755616,-87.6244212,48.8588897,2.320041022,6648.32,Can get data,0
2153,"After a kismet connection over natural healing, an English doctor is joining her Australian partner in the Noosa Hinterland. They want to start a holistic retreat together, but her family priorities threaten to throw a wrench in the home/business plans.",22-Sep-21,S169E07,A Holistic Home in Australia's Hinterland,7,169,2021,Derbyshire,England,Noosa,Australia,0,"Derbyshire, England","Noosa, Australia",All,53.166667,-1.583333,-26.3181415,152.9314093,16360.28293,Can get data,0
2154,"Inspired by the British Royals, a couple leaves Australia for luxurious London. With only their savings to keep them afloat, they quickly realize that finding a large apartment in central London might cost them all their crown jewels.",6-Oct-21,S169E08,A Royal Apartment on an Ordinary Budget,8,169,2021,Brisbane,Australia,London,England,0,"Brisbane, Australia","London, England",All,-27.4689682,153.0234991,51.5073359,-0.12765,16525.91838,Can get data,0
2155,"A whirlwind romance has a couple sharing his small apartment after just the second date in Koh Samui, Thailand. His small space is hindering her dreams of hosting meditation retreats and she's antsy to upgrade, but he doesnt see a need for change.""",12-Oct-21,S169E09,Meditation Madness in Thailand,9,169,2021,"Los Angeles, California",United States,Koh Samui,Thailand,0,"Los Angeles, California","Koh Samui, Thailand",All,34.0536909,-118.242766,9.4766692,100.0676752,13710.44366,Can get data,0
2156,"A husband-and-wife teaching duo relocates from Malaysia to Madrid, Spain. They're eager to teach in an entirely new cultural environment, but they quickly learn that the differences between Malaysia and Madrid extend all the way to the housing market.",14-Oct-21,S169E10,Teaching and Learning in Madrid,10,169,2021,Kuala Lumpur,Malaysia,Madrid,Spain,0,"Kuala Lumpur, Malaysia","Madrid, Spain",All,3.1516964,101.6942371,40.4167047,-3.7035825,11071.36275,Can get data,0
2157,"Newly married, a designer from Cincinnati is joining her paramedic husband in Australia so that he can go to medical school. He's busy with school and work, but she's has time on her hands and is eager to put her design skills to work, whatever the cost.",24-Sep-21,S169E11,"Designing a New Life in Logan, Australia",11,169,2021,"Cincinnati, Ohio",United States,Logan,Australia,0,"Cincinnati, Ohio","Logan, Australia",All,39.1014537,-84.5124602,-27.6424132,153.1131037,14605.92,Can get data,0
2158,"A family barely unpacks in Germany when opportunity strikes on the extravagant French Riviera. They're expecting a new baby at any time, so the pressure is on to quickly find a family home in one of the most expensive places on the planet.",20-Oct-21,S169E12,"French Rivera, Family-Style",12,169,2021,,,,Germany,3,,,Destination Country,,,,,,Can get data,0
2159,"When the demands of a banking career become too much, a Chicago businesswoman decides to relocate to Xalapa, Mexico. She's eager to embrace her Mexican heritage and start a holistic business, but with limited resources, switching gears might not be easy.",21-Oct-21,S169E13,Back to Basics in Xalapa,13,169,2021,"Chicago, Illinois",United States,Xalapa,Mexico,0,"Chicago, Illinois","Xalapa, Mexico",All,41.8755616,-87.6244212,19.5408338,-96.9146374,2633.53,Can get data,0
2160,"An empty nester scientist stumbles into a job offer abroad in Brisbane, Australia. His wife has high expectations for their newfound freedom and wants to splurge on the city life, but he's gripping his wallet just as tightly as he did back home.",2-Nov-21,S170E01,Newfound Freedom in Brisbane,1,170,2021,"Cincinnati, Ohio",United States,Brisbane,Australia,0,"Cincinnati, Ohio","Brisbane, Australia",All,39.1014537,-84.5124602,-27.4689682,153.0234991,14604.2072,Can get data,0
2161,"A successful showbiz couple agrees its time to slow their pace and move to the Whitsunday Islands in Australia. Going back to her home turf seems like the perfect compromise but it remains an open question just how country a city girl can go.""",10-Nov-21,S170E02,A New Scene in the Whitsundays,2,170,2021,"New York, New York",United States,Whitsunday Islands,Australia,0,"New York, New York","Whitsunday Islands, Australia",All,40.7127281,-74.0060152,-20.11890235,148.9134288,15368.09041,Can get data,0
2162,"A family leaves behind their idyllic life in Florida for a job opportunity in Bangkok. Mom has lived internationally before and looks to share the adventure with their kids, and they're quickly discovering that finding a home is part of the fun.",27-Oct-21,S170E03,Bangkok Family Adventure,3,170,2021,"Coconut Creek, Florida",United States,Bangkok,Thailand,0,"Coconut Creek, Florida","Bangkok, Thailand",All,26.2517482,-80.1789351,13.7524938,100.4935089,15566.24102,Can get data,0
2163,"A microbiologist has the opportunity do his postdoctoral work in Arnhem, Netherlands, but his wife has never lived more than 30 minutes from her tiny hometown. With so much change unfolding, it's their house hunt that's under the microscope.",22-Sep-21,S170E04,Arnhem Under the Microscope,4,170,2021,"Harrisburg, Ohio",United States,Arnhem,Netherlands,0,"Harrisburg, Ohio","Arnhem, Netherlands",All,39.8108276,-83.16823847,51.984257,5.9108573,6582.894194,Can get data,0
2164,"After years in New York, a woman is returning return home to Amsterdam to introduce her kids with their Dutch heritage, but her American husband can't shake his high standards and need for the familiar while they rush to find work and a new home.",27-Sep-21,S170E05,A Dutch Homecoming,5,170,2021,"New York, New York",United States,Amsterdam,Netherlands,0,"New York, New York","Amsterdam, Netherlands",All,40.7127281,-74.0060152,52.3730796,4.8924534,5862.27,Can get data,0
2165,"After years of working around the clock, an Orlando family seizes the opportunity to try a slower, more family-oriented lifestyle in Alicante, Spain. They've quit their jobs, sold their house, packed a few suitcases and ready to see what awaits.",26-Oct-21,S170E06,"Family in Focus in Alicante, Spain",6,170,2021,"Orlando, Florida",United States,Alicante,Spain,0,"Orlando, Florida","Alicante, Spain",All,28.5421109,-81.3790304,38.3436365,-0.4881708,7347.52,Can get data,0
2166,"A couple hopes to leave the stress of Los Angeles and start a real estate business in Playa del Carmen, Mexico. One wants to live the dream with a pricey private getaway, while his husband pushes for a practical option so they can focus on their business.",27-Sep-21,S170E07,Mixing Business With Pleasure in Playa del Carmen,7,170,2021,"Los Angeles, California",United States,Playa del Carmen,Mexico,0,"Los Angeles, California","Playa del Carmen, Mexico",All,34.0536909,-118.242766,20.6308643,-87.0779503,3402.06,Can get data,0
2167,"An Arizona family is excited to shake things up with a work move to expensive London. The suburbs offer more bang for their buck in a booming market, but the winds of change have mom and dad wanting different things in a place where nothing comes cheap.",24-Sep-21,S170E08,From Sun to Rain in the London Suburbs,8,170,2021,"Tucson, Arizona",United States,London,England,0,"Tucson, Arizona","London, England",All,32.2228765,-110.9748477,51.5073359,-0.12765,8529.293276,Can get data,0
2168,"A couple and their five kids move from Nashville to family-friendly Puerto Aventuras, Mexico. When health issues arose for him, it was the final push they needed to make some changes, slow down and put the focus back on family time.",3-Nov-21,S170E09,Living It Up in Puerto Aventuras,9,170,2021,"Nashville, Tennessee",United States,Puerto Aventuras,Mexico,0,"Nashville, Tennessee","Puerto Aventuras, Mexico",All,36.1597722,-86.61024517,20.5066683,-87.2300626,1741.59,Can get data,0
2169,"A dream-chasing couple relocates to work in the blooming wine industry in Marlborough, New Zealand. One has to work in a faraway town, and so they're forced to decide whether Marlborough is an everyday home for one, or a weekend retreat for two.",28-Oct-21,S170E10,Worry and Wine in New Zealand,10,170,2021,Vancouver,Canada,Marlborough,New Zealand,0,"Vancouver, Canada","Marlborough, New Zealand",All,49.2608724,-123.113952,-41.47447475,173.8330263,11817.07633,Can get data,0
2170,"After a decade abroad, a woman returns to her hometown to open a cafe in the Wide Bay region of Australia. Her husband hopes to enjoy life by the beach, but she wants the convenience of being close to her mom's house for help with their two young kids.",18-Nov-21,S170E11,Worlds Collide in Wide Bay,11,170,2021,,Canada,Wide Bay,Australia,1,,"Wide Bay, Australia",All Destination,,,,,,Can get data,0
2171,"Along with their horse, a family of six looks to relocate from Singapore to Australia. A multimillion-dollar budget helps, but when mom and dad disagree on location, all the money (and hay) in the world might not be enough to get them what they want.",23-Nov-21,S170E12,Saddle Up in the Sunshine Coast,12,170,2021,Singapore,Singapore,Sunshine Coast,Australia,0,Singapore,"Sunshine Coast, Australia",All,1.357107,103.8194992,-26.6544338,153.0933668,6125.498017,Can get data,0
2172,"An adventurous couple is buying their future home in Costa Rica. He wants to relive his childhood with a funky forest treehouse, while she's in search of a sensible, modern home with accessible roads, a pool and room for their six kids.",20-Sep-21,S170E13,Welcome to the Jungles of Costa Rica,13,170,2021,"Norfolk, Virginia",United States,Ojochal,Costa Rica,0,"Norfolk, Virginia","Ojochal, Costa Rica",All,36.8448348,-76.2863999,10.4488082,-85.6049021,3080.604364,Can get data,0
2173,"Two Utah newlyweds are setting up shop in a remote Costa Rican city with a plan to start a yoga retreat together. She's ready to go all-in on a space that delivers from day one, but he insists on playing it safe as they get their business off the ground.",4-Nov-21,S171E01,Caution in Costa Rica,1,171,2021,"Provo, Utah",United States,Ciudad Cortes,Costa Rica,0,"Provo, Utah","Ciudad Cortes, Costa Rica",All,40.2337289,-111.6587085,8.95701645,-83.53194275,4452.056524,Can get data,0
2174,"A young couple feels their house is owning them in New York and decides to relocate to Mexico City. They're looking for a lower cost of living and professional flexibility, but with one income to start, they need a place that's super cheap.",11-Nov-21,S171E02,Mexico City Remix,2,171,2021,"New York, New York",United States,Mexico City,Mexico,0,"New York, New York","Mexico City, Mexico",All,40.7127281,-74.0060152,19.4326296,-99.1331785,3359.38,Can get data,0
2175,"A New Yorker fell in love on a business trip to Mexico, and now they're closing the distance with a home in Mexico City. It might be his hometown, but she's opinionated about the neighborhood, the fashion and just about everything else.",20-Oct-21,S171E03,New York Opinions in Mexico City,3,171,2021,"New York, New York",United States,Mexico City,Mexico,0,"New York, New York","Mexico City, Mexico",All,40.7127281,-74.0060152,19.4326296,-99.1331785,3359.38,Can get data,0
2176,"When her boyfriend is offered a job in Melbourne that he can't refuse, a New Yorker nervously trades her beloved hometown for his native Australia. She wants a lively neighborhood, but having only one income leaves them with limited options.",20-Oct-21,S171E04,Manhattan Takes Melbourne,4,171,2021,"New York, New York",United States,Melbourne,Australia,0,"New York, New York","Melbourne, Australia",All,40.7127281,-74.0060152,-37.8142454,144.9631732,16672.25,Can get data,0
2177,"A fitness entrepreneur and his showbiz wife are leaving their hectic LA lives to pursue a business venture in Tulum, Mexico. She wants to start slow with a modern house in town, but he prefers to hit the ground running with a home in the jungle.",16-Nov-21,S171E05,The Business of Adventure in Tulum,5,171,2021,"Los Angeles, California",United States,Tulum,Mexico,0,"Los Angeles, California","Tulum, Mexico",All,34.0536909,-118.242766,20.1696268,-87.44979006,3397.53,Can get data,0
2178,"A New Zealand man is giving up life as a professional cricket player and moving to Rotterdam, Netherlands. He's looking forward to starting a career in business and buying his first home, but in a competitive market, he may have to temper expectations.",9-Nov-21,S171E06,From Cricket to Corporate in Rotterdam,6,171,2021,Auckland,New Zealand,Rotterdam,Netherlands,0,"Auckland, New Zealand","Rotterdam, Netherlands",All,-36.852095,174.7631803,51.9244424,4.47775,18173.72637,Can get data,0
2179,"After a successful stint in Japan, Dallas empty nesters want to experience life abroad again and find a home in Cabo San Lucas, Mexico. They have a big budget to work with, but their even bigger expectations threaten to derail the dream.",24-Nov-21,S171E07,A Million Dollar Dream House in Cabo San Lucas,7,171,2021,"Dallas, Texas",United States,Cabo San Lucas,Mexico,0,"Dallas, Texas","Cabo San Lucas, Mexico",All,32.7762719,-96.7968559,22.8938884,-109.92006,1692.17,Can get data,0
2180,"For years, a Houston family dreamed about trading their hectic lifestyle for something draped in the quiet of nature. Now, a job opportunity on Australia's Sunshine Coast has made it possible, but first they have to decide between beach and forest living.",17-Nov-21,S171E08,"From Hectic to Home on the Sunshine Coast, Australia",8,171,2021,"Houston, Texas",United States,Sunshine Coast,Australia,0,"Houston, Texas","Sunshine Coast, Australia",All,29.7589382,-95.3676974,-26.6544338,153.0933668,13398.82,Can get data,0
2181,"A couple is finally realizing their plan to adopt a more chill lifestyle in Cabo San Lucas, Mexico. Hes the life of the party and wants to live downtown near the action but she's a homebody who prefers a little distance from the ruckus to relax.""",27-Oct-21,S171E09,Bars vs Balance in Cabo San Lucas,9,171,2021,"San Diego, California",United States,Cabo San Lucas,Mexico,0,"San Diego, California","Cabo San Lucas, Mexico",All,32.7174202,-117.1627728,22.8938884,-109.92006,1303.154363,Can get data,0
2182,"A Seattle couple looking to expand both their wig business and their quality of life plan a sight-unseen move to Los Cabos, Mexico. The sun-drenched spot is perfect for their showroom, but this pair's strong opinions make living in paradise complicated.",30-Nov-21,S171E10,Wigging Out in Los Cabos,10,171,2021,"Seattle, Washington",United States,Los Cabos,Mexico,0,"Seattle, Washington","Los Cabos, Mexico",All,47.6038321,-122.330062,23.27184805,-109.6897684,2929.1,Can get data,0
2183,"After a whirlwind romance comes to an end, an American artist decides to chase adventure and move to Cloncurry, Australia. She's accepted a bartending job deep in the rugged outback and now must adapt to the outrageous surprises the bushland has in store.",1-Dec-21,S171E11,"Love Lost in Cloncurry, Australia",11,171,2021,"Boston, Massachusetts",United States,Cloncurry,Australia,0,"Boston, Massachusetts","Cloncurry, Australia",All,42.3554334,-71.060511,-20.7051873,140.5058305,16213.27675,Can get data,0
2184,"An actress and comedian looks for an alternative to life in LA and takes a chance on Puerto Vallarta, Mexico. The bustling city is affordable, which promises flexibility, but the learning curve may be steep for this entrepreneurial entertainer.",27-Oct-21,S171E12,Looking for Laughs in Puerto Vallarta,12,171,2021,"Los Angeles, California",United States,Puerto Vallarta,Mexico,0,"Los Angeles, California","Puerto Vallarta, Mexico",All,34.0536909,-118.242766,20.6407176,-105.220306,1965.6,Can get data,0
2185,"After only three months of dating, a New York woman puts it all on the line for love and moves to Redcliffe, Australia. She's looking to buy a house with her new boyfriend, but they begin to realize they have different ideas about the perfect home.",2-Dec-21,S171E13,Leaving New York for Love Down Under,13,171,2021,"New York, New York",United States,Redcliffe,Australia,0,"New York, New York","Redcliffe, Australia",All,40.7127281,-74.0060152,-27.2302079,153.1096034,15479.54,Can get data,0
2186,"A South African couple is excited for a taste of European life in Amsterdam. She's looking to embrace the chic city lifestyle, even if it means less space, but he wants the familiarity of a suburban home that will accommodate both a dog and a BBQ braai.",7-Dec-21,S172E01,To Live and Braai in Amsterdam,1,172,2021,Stellenbosch,South Africa,Amsterdam,Netherlands,0,"Stellenbosch, South Africa","Amsterdam, Netherlands",All,-33.934444,18.869167,52.3730796,4.8924534,9692.667744,Can get data,0
2187,"After years following her husband's military career, a photographer decides it's her turn to call the shots with a move to Whitsunday Islands, Australia. She's looking for a luxury beachside home, but she'll need to convince him to indulge a little.",8-Dec-21,S172E02,Picture Perfect in the Whitsundays,2,172,2021,Gloucester,England,Whitsunday Islands,Australia,0,"Gloucester, England","Whitsunday Islands, Australia",All,51.8653705,-2.2458192,-20.11890235,148.9134288,15691.86894,Can get data,0
2188,"A globetrotter is finally ready to sit still and find a home in picturesque Amsterdam. With high prices and limited inventory, her search for a character-filled place that matches her vision of Dutch living might be more difficult than she imagined.",9-Dec-21,S172E03,Canals and Cobblestones of Amsterdam,3,172,2021,London,England,Amsterdam,Netherlands,0,"London, England","Amsterdam, Netherlands",All,51.5073359,-0.12765,52.3730796,4.8924534,357.2545501,Can get data,0
2189,"A surprise pregnancy changes everything for a young couple who receive work transfers to London. They originally planned to jet-set around Europe, but now that they're expecting, they're in limbo between the city or the suburbs.",23-Dec-21,S172E04,London Limbo Between City and Suburbs,4,172,2021,"San Francisco, California",United States,London,England,0,"San Francisco, California","London, England",All,37.7790262,-122.419906,51.5073359,-0.12765,8616.090039,Can get data,0
2190,"A new job is giving a Connecticut couple the chance to find a home in Culross, Scotland. They found each other later in life and instantly bonded over their mutual love of Scotland, and now they have a chance to live their dream in this idyllic village.",22-Dec-21,S172E05,Haunted History in Scotland,5,172,2021,"Seymour, Connecticut",United States,Culross,Scotland,0,"Seymour, Connecticut","Culross, Scotland",All,41.5074012,-72.54107882,56.0556633,-3.6283699,5065.471261,Can get data,0
2191,"A single mom entrepreneur is moving to her beloved vacation destination of Puerto Vallarta, Mexico. She wants a unique home that matches her unique life, but to make her move a success, she'll need to find space for both her kids and business to grow.",13-Jan-22,S172E06,Resetting With a Return to Puerto Vallarta,6,172,2022,"Denver, Colorado",United States,Puerto Vallarta,Mexico,0,"Denver, Colorado","Puerto Vallarta, Mexico",All,39.7392364,-104.984862,20.6407176,-105.220306,2123.77909,Can get data,0
2192,"A Washington couple is ready to make their favorite vacation destination of Puerto Vallarta, Mexico, a new home for their family of four. They want cultural diversity for their kids, a home that won't break the bank and a long wish list on a tight budget.",25-Jan-22,S172E07,"Diversity, Vacation and Destination in Mexico",7,172,2022,"Puyallup, Washington",United States,Puerto Vallarta,Mexico,0,"Puyallup, Washington","Puerto Vallarta, Mexico",All,47.1849009,-122.29214,20.6407176,-105.220306,3328.958611,Can get data,0
2193,"After a lengthy long-distance relationship, a married couple searches for their first place in his hometown of South Gloucestershire, England. They're giving up her income to make the move, so theyll have to navigate more than just big expectations.""",28-Dec-21,S172E08,"From Long Distance to Forever, in England",8,172,2021,"Santa Cruz, California",United States,South Gloucestershire,England,0,"Santa Cruz, California","South Gloucestershire, England",All,36.9743626,-122.0294673,51.54919165,-2.480952817,8554.974077,Can get data,0
2194,"A newlywed couple decides to relocate for a job opportunity from Atlanta to his native Stuttgart, Germany. She's never lived outside of Georgia, and she's giving up her career to make the move, so adapting to the change will prove to be a challenge.",11-Jan-22,S172E09,Newlyweds and a New Job in Stuttgart,9,172,2022,"Atlanta, Georgia",United States,Stuttgart,Germany,0,"Atlanta, Georgia","Stuttgart, Germany",All,33.7489924,-84.3902644,48.7784485,9.1800132,7498.31,Can get data,0
2195,"After years living as a traveling musician, a Florida man is returning to where his career began -- Australia's Gold Coast. A string of bad roommates has him wishing for a place of his own, but a limited budget may require him to share space yet again.",18-Jan-22,S172E10,"Returning to Australia, Where It All Began",10,172,2022,"Miami, Florida",United States,Gold Coast,Australia,0,"Miami, Florida","Gold Coast, Australia",All,25.7741728,-80.19362,-28.0023731,153.4145987,14735.87971,Can get data,0
2196,"A military reassignment has an Alabama family moving to Belgium's Hainaut Province. While Dad has visions of cramming his barbecue setup into a traditional home, Mom thinks a familiar, modern house will give their two kids a head start in a new country.",20-Jan-22,S172E11,Big Barbecue and Bigger Bickering in Belgium,11,172,2022,"Prattville, Alabama",United States,Hainaut,Belgium,0,"Prattville, Alabama","Hainaut, Belgium",All,32.4640245,-86.4596966,50.36192,4.125216976,7330.993858,Can get data,0
2197,"A stressed couple from California is looking for a life reset in laid-back Los Cabos, Mexico, but they have entirely different ideas on what that means. He wants to turn their home into a party pad, while she wants something more manageable and relaxing.",27-Jan-22,S172E12,"Cabos Business in the Front, Party in the Back",12,172,2022,"Oakland, California",United States,Los Cabos,Mexico,0,"Oakland, California","Los Cabos, Mexico",All,37.8044557,-122.271356,23.27184805,-109.6897684,2011.401838,Can get data,0
2198,"A Hollywood couple and their aspiring moviemaker son are looking for a change of pace that's closer to family in London, but their plans hit a snag when they realize London's no place to find a blockbuster home on an indie film budget.",1-Mar-22,S172E13,"Lights, Camera, London!",13,172,2022,"Los Angeles, California",United States,London,England,0,"Los Angeles, California","London, England",All,34.0536909,-118.242766,51.5073359,-0.12765,8755.44,Can get data,0
2199,"A Norwegian is following her heart to Australia's outback to live with her truck-driving boyfriend. With a tight budget, it will be a struggle to persuade this gearhead to give up his shed dreams for a family home that's suited for the long haul.",21-Dec-21,S173E01,"He Shed, She Said in Cloncurry, Australia",1,173,2021,,Norway,Cloncurry,Australia,1,,"Cloncurry, Australia",Missing Origin City,,,,,,Can get data,0
2200,"A Canadian family takes a life-changing job opportunity and relocates to The Hague, Netherlands. They're looking forward to much needed family time, but with two teenagers in tow, going from the suburbs to a large city proves to be a tricky business.",1-Feb-22,S173E02,Opportunity Knocks in the Netherlands,2,173,2022,,"Newfoundland, Canada",The Hague,Netherlands,0,"Newfoundland, Canada","The Hague, Netherlands",All,53.8217327,-61.2295532,52.0799838,4.3113461,4236.194536,Can get data,0
2201,"A young, married couple relocates for a military assignment to low-key Milton Keynes, England. Shes leaving everything behind for his career and wants the full English experience but on just one income making everyone happy might be a tough mission.""",3-Feb-22,S173E03,"Mission: Milton Keynes, UK",3,173,2022,"Biloxi, Mississippi",United States,Milton Keynes,England,0,"Biloxi, Mississippi","Milton Keynes, England",All,30.4007626,-88.8893818,52.0406502,-0.7594092,7272.004516,Can get data,0
2202,"After 16 years in luxurious Dubai, a couple returns with their daughter to his native London. They're trading a life of pampered norms for suburban sprawl, but with big expectations and an even bigger dining table, it won't be an easy transition.",8-Feb-22,S173E04,From Luxurious Dubai to London's Suburban Sprawl,4,173,2022,Dubai,United Arab Emirates,London,England,0,"Dubai, United Arab Emirates","London, England",All,25.2653471,55.2924914,51.5073359,-0.12765,5469.94,Can get data,0
2203,"A Texas teacher decides to ditch her stressful teaching career for a more peaceful lifestyle in Costa Rica. She's putting her entire life savings into her first home purchase, and on her tight budget, finding just the right place will be a challenge.",10-Feb-22,S173E05,Texas Teacher to Costa Rica,5,173,2022,"Euless, Texas",United States,Guanacaste,Costa Rica,0,"Euless, Texas","Guanacaste, Costa Rica",All,32.8457865,-97.06671425,10.37884405,-85.43382875,2767.517267,Can get data,0
2204,"An entrepreneur relocates from New Jersey to open a self-sustaining health and wellness retreat in Costa Rica. He's looking for a rustic property to grow his vision, but with limited experience in the area, finding the right place will be a challenge.",15-Feb-22,S173E06,From Small Town Jersey to Big Dreams in Costa Rica,6,173,2022,"West Milford, New Jersey",United States,Parrita,Costa Rica,0,"West Milford, New Jersey","Parrita, Costa Rica",All,41.1312069,-74.3673748,9.54712105,-84.36634396,3646.918173,Can get data,0
2205,"A newlywed couple from different corners of the globe are moving to his hometown of Berkshire, England. They met while working on a cruise ship and have only lived together at sea, so settling down on terra firma will be a huge adjustment.",17-Feb-22,S173E07,"Terra Firma in Berkshire, England",7,173,2022,"Portland, Oregon",United States,Berkshire,England,0,"Portland, Oregon","Berkshire, England",All,45.5202471,-122.674194,51.44631345,-1.275881955,7861.803654,Can get data,0
2206,"A California family looks to transfer for his military promotion to Stuttgart, Germany. They want their four kids to have a deeper worldview, but if they're going to settle down successfully, theyll need to let go of their American-sized expectations.""",22-Feb-22,S173E08,California Dreams on a Mission in Stuttgart,8,173,2022,"Twentynine Palms, California",United States,Stuttgart,Germany,0,"Twentynine Palms, California","Stuttgart, Germany",All,34.1356915,-116.0543506,48.7784485,9.1800132,9321.945401,Can get data,0
2207,"A Texas family ditches their stressful life and moves to his laid-back childhood home of Caloundra, Australia. They're looking for a place with enough room to host visiting family, and she wants a pool, but he doesn't want the extra maintenance.",24-Feb-22,S173E09,"Cowboys and Kangaroos in Caloundra, Australia",9,173,2022,"Montgomery, Texas",United States,Caloundra,Australia,0,"Montgomery, Texas","Caloundra, Australia",All,30.301949,-95.5065944,-26.7981633,153.1354434,13403.49325,Can get data,0
2208,"A pennywise entrepreneur looks to uproot his Florida family to start a business overseas in Amsterdam. His wife wants to live the Dutch dream no matter the cost, but with rents on the rise, finding a suitable place will be a challenge.",3-Mar-22,S173E10,Entrepreneuring in Amsterdam,10,173,2022,"Boca Raton, Florida",United States,Amsterdam,Netherlands,0,"Boca Raton, Florida","Amsterdam, Netherlands",All,26.3586885,-80.0830984,52.3730796,4.8924534,7388.897062,Can get data,0
2209,"A couple relocates their young family from England to run a backpacker's hostel in her native Cairns, Australia. She's looking for a classic Queenslander with character, but he prefers something more modern that's low maintenance.",8-Mar-22,S173E11,A Backpacker's Dream Down Under,11,173,2022,Essex,England,Cairns,Australia,0,"Essex, England","Cairns, Australia",All,51.87703035,0.950078859,-16.9206657,145.7721854,15053.04368,Can get data,0
2210,"A California family chases a lifelong dream of living abroad and follows a job opportunity to London. She's ready to embrace the bustling Central London lifestyle no matter the cost, but with two young children, he prefers a spacious suburban home.",10-Mar-22,S173E12,"Big Dreams, Cramped Reality in London",12,173,2022,"Orange County, California",United States,London,England,0,"Orange County, California","London, England",All,33.7500378,-117.8704931,51.5073359,-0.12765,8764.136273,Can get data,0
2211,"A California family of six looks for a simpler and more humble lifestyle in Costa Rica. Finding consensus among four kids is hard enough, but with financial limits and a wilder new terrain, finding a home that fits their many needs will be an adventure.",15-Mar-22,S173E13,"Simpler Living in Nosara, Costa Rica",13,173,2022,"San Marcos, California",United States,Nosara,Costa Rica,0,"San Marcos, California","Nosara, Costa Rica",All,33.1433723,-117.1661449,9.9799546,-85.6528372,4123.387126,Can get data,0
